address,link,source,city,available,square_meters,bedrooms,price,lat,lon,postalcode,scrape_date
Ridderzwam 60 ,https://www.rebohuurwoning.nl/nl/aanbod/apeldoorn-ridderzwam-60--8709,Rebo,Apeldoorn,True,,3.0,1460.0,52.23667447,6.0045234,,2024-02-28 20:46:54.555834
Het Kasteel 806 ,https://www.rebohuurwoning.nl/nl/aanbod/apeldoorn-het-kasteel-806--8707,Rebo,Apeldoorn,True,,3.0,1009.0,52.21401579,6.00971399,,2024-02-28 20:46:54.555834
Laan vd Helende Meesters 46 ,https://www.rebohuurwoning.nl/nl/aanbod/amstelveen-laan-vd-helende-meesters-46--8708,Rebo,Amstelveen,True,,2.0,1724.0,52.29432137,4.86982342,,2024-02-28 20:46:54.556835
Graaf Alardsingel 158 ,https://www.rebohuurwoning.nl/nl/aanbod/lent-graaf-alardsingel-158--8710,Rebo,Lent,True,,,950.0,51.86517667,5.85559817,,2024-02-28 20:46:54.556835
Papaverhof 54 ,https://www.rebohuurwoning.nl/nl/aanbod/amsterdam-papaverhof-54--8483,Rebo,Amsterdam,True,49.0,1.0,1490.0,52.39708465,4.90711115,,2024-02-28 20:46:54.556835
Vlechtdraadhof 81 ,https://www.rebohuurwoning.nl/nl/aanbod/utrecht-vlechtdraadhof-81--8608,Rebo,Utrecht,True,47.0,1.0,926.0,52.06232291,5.11458058,,2024-02-28 20:46:54.556835
Extremadurastraat 21 ,https://www.rebohuurwoning.nl/nl/aanbod/lent-extremadurastraat-21--8547,Rebo,Lent,True,124.0,3.0,1186.0,51.86502344,5.86162913,,2024-02-28 20:46:54.557834
Amsterdamseweg 16 J1,https://www.rebohuurwoning.nl/nl/aanbod/amersfoort-amsterdamseweg-16-j1-8678,Rebo,Amersfoort,True,77.0,2.0,1075.0,52.16062032,5.37521709,,2024-02-28 20:46:54.557834
Koppeldijk 18 B,https://www.rebohuurwoning.nl/nl/aanbod/borculo-koppeldijk-18-b-8649,Rebo,Borculo,True,76.0,1.0,1022.0,52.11614259,6.5157931,,2024-02-28 20:46:54.557834
F Dietrich Kahlenbergstraat 50 A,https://www.rebohuurwoning.nl/nl/aanbod/amsterdam-f-dietrich-kahlenbergstraat-50-a-8422,Rebo,Amsterdam,True,128.0,3.0,1745.0,52.34817283,5.00864795,,2024-02-28 20:46:54.557834
Johannes van der Waalsweg 11 T,https://www.rebohuurwoning.nl/nl/aanbod/eindhoven-johannes-van-der-waalsweg-11-t-8671,Rebo,Eindhoven,True,103.0,3.0,1395.0,51.45091012,5.46385566,,2024-02-28 20:46:54.557834
Anna Blamanstraat 2 -39,https://www.rebohuurwoning.nl/nl/aanbod/utrecht-anna-blamanstraat-2-39-8605,Rebo,Utrecht,True,89.0,2.0,1344.0,52.09927546,5.04654865,,2024-02-28 20:46:54.558834
Lange Nieuwstraat 187 ,https://www.rebohuurwoning.nl/nl/aanbod/utrecht-lange-nieuwstraat-187--8638,Rebo,Utrecht,True,67.0,1.0,1087.0,52.08497056,5.12513953,,2024-02-28 20:46:54.558834
Julianalaan 6 L,https://www.rebohuurwoning.nl/nl/aanbod/hilversum-julianalaan-6-l-8670,Rebo,Hilversum,True,93.0,2.0,1390.0,52.21965772,5.18014753,,2024-02-28 20:46:54.558834
Schalenhoek 19 ,https://www.rebohuurwoning.nl/nl/aanbod/hoevelaken-schalenhoek-19--8703,Rebo,Hoevelaken,True,121.0,4.0,1242.0,52.16938377,5.45912893,,2024-02-28 20:46:54.558834
Ambachtstraat 15 ,https://www.rebohuurwoning.nl/nl/aanbod/wageningen-ambachtstraat-15--8620,Rebo,Wageningen,True,113.0,3.0,1180.0,51.97341422,5.67113918,,2024-02-28 20:46:54.558834
Bisschop Tulpijndreef 119 ,https://www.rebohuurwoning.nl/nl/aanbod/utrecht-bisschop-tulpijndreef-119--8613,Rebo,Utrecht,True,7940.0,2.0,1295.0,52.11170502,5.11088002,,2024-02-28 20:46:54.559834
De Marke 29 ,https://www.rebohuurwoning.nl/nl/aanbod/diepenveen-de-marke-29--8595,Rebo,Diepenveen,True,,4.0,1072.0,52.29053246,6.15721469,,2024-02-28 20:46:54.559834
De Heerlijkheid 54 ,https://www.rebohuurwoning.nl/nl/aanbod/hendrik-ido-ambacht-de-heerlijkheid-54--8503,Rebo,Hendrik- ido-ambacht,True,93.0,2.0,1100.0,51.8283115,4.63701185,,2024-02-28 20:46:54.559834
Auroraplantsoen 20 ,https://www.rebohuurwoning.nl/nl/aanbod/arnhem-auroraplantsoen-20--8690,Rebo,Arnhem,True,124.0,3.0,1090.0,51.95029083,5.84646574,,2024-02-28 20:46:54.559834
Homeruslaan 24 ,https://www.rebohuurwoning.nl/nl/aanbod/almere-homeruslaan-24--8666,Rebo,Almere,True,120.0,3.0,1140.0,52.35804686,5.14704756,,2024-02-28 20:46:54.560835
Zilverschoon 12 ,https://www.rebohuurwoning.nl/nl/aanbod/nijverdal-zilverschoon-12--8611,Rebo,Nijverdal,True,125.0,4.0,975.0,52.37370482,6.48925196,,2024-02-28 20:46:54.560835
Auroraplantsoen 6 ,https://www.rebohuurwoning.nl/nl/aanbod/arnhem-auroraplantsoen-6--8689,Rebo,Arnhem,True,124.0,,1090.0,51.94996205,5.84632212,,2024-02-28 20:46:54.560835
David Ricardostraat 422 ,https://www.rebohuurwoning.nl/nl/aanbod/amsterdam-david-ricardostraat-422--8682,Rebo,Amsterdam,True,4080.0,1.0,915.0,52.3418671,4.82627758,,2024-02-28 20:46:54.560835
De Bosuil 296 ,https://www.rebohuurwoning.nl/nl/aanbod/amersfoort-de-bosuil-296--8688,Rebo,Amersfoort,True,8380.0,2.0,1305.0,52.15857595,5.40728462,,2024-02-28 20:46:54.560835
Teding van Berkhoutstraat 3 ,https://www.rebohuurwoning.nl/nl/aanbod/haarlem-teding-van-berkhoutstraat-3--8481,Rebo,Haarlem,True,13330.0,4.0,1475.0,52.38070469,4.65232381,,2024-02-28 20:46:54.561834
Mörfelden-Walldorfplein 115 ,https://www.rebohuurwoning.nl/nl/aanbod/wageningen-morfelden-walldorfplein-115--8687,Rebo,Wageningen,True,95.0,2.0,1055.0,51.98071245,5.67760867,,2024-02-28 20:46:54.561834
Hoge Filterweg 58 ,https://www.rebohuurwoning.nl/nl/aanbod/rotterdam-hoge-filterweg-58--8602,Rebo,Rotterdam,True,8510.0,2.0,995.0,51.90843292,4.52529672,,2024-02-28 20:46:54.561834
Toos Korvezeepad 11 ,https://www.rebohuurwoning.nl/nl/aanbod/nijmegen-toos-korvezeepad-11-8704,Rebo,Nijmegen,True,68.0,,1125.0,51.814125,5.83908,,2024-02-28 20:46:54.561834
Marconilaan 15 -4,https://www.rebohuurwoning.nl/nl/aanbod/eindhoven-marconilaan-15-4-8673,Rebo,Eindhoven,True,8770.0,1.0,1135.0,51.4512464,5.46420826,,2024-02-28 20:46:54.561834
Appelboomhof 9 ,https://www.rebohuurwoning.nl/nl/aanbod/almere-appelboomhof-9--8612,Rebo,Almere,True,152.0,3.0,1275.0,52.37248688,5.24278684,,2024-02-28 20:46:54.562835
Rio de Janeiroplein 33 ,https://www.rebohuurwoning.nl/nl/aanbod/almere-rio-de-janeiroplein-33--8653,Rebo,Almere,True,86.0,2.0,1075.0,52.39462121,5.28066235,,2024-02-28 20:46:54.562835
Marconilaan 5 -03,https://www.rebohuurwoning.nl/nl/aanbod/eindhoven-marconilaan-5-03-8674,Rebo,Eindhoven,True,74.0,1.0,1090.0,51.45136098,5.4642829,,2024-02-28 20:46:54.562835
Eiland 102 ,https://www.rebohuurwoning.nl/nl/aanbod/leerdam-eiland-102--8629,Rebo,Leerdam,True,70.0,1.0,853.0,51.89818906,5.09033115,,2024-02-28 20:46:54.562835
Geerpolderweg 6 ,https://www.rebohuurwoning.nl/nl/aanbod/gouda-geerpolderweg-6--8646,Rebo,Gouda,True,11180.0,3.0,1045.0,52.00702927,4.75046784,,2024-02-28 20:46:54.563834
Oudenoord 278 ,https://www.rebohuurwoning.nl/nl/aanbod/utrecht-oudenoord-278--8444,Rebo,Utrecht,True,66.0,1.0,1160.0,52.0981658,5.11089563,,2024-02-28 20:46:54.563834
Henri Dunantlaan 121 ,https://www.rebohuurwoning.nl/nl/aanbod/doetinchem-henri-dunantlaan-121--8684,Rebo,Doetinchem,True,140.0,4.0,985.0,51.96044471,6.26563879,,2024-02-28 20:46:54.563834
Gelderse Rooslaan 194 ,https://www.rebohuurwoning.nl/nl/aanbod/arnhem-gelderse-rooslaan-194--8683,Rebo,Arnhem,True,7190.0,2.0,960.0,51.97182029,5.8998771,,2024-02-28 20:46:54.563834
Brigantiastraat 9 ,https://www.rebohuurwoning.nl/nl/aanbod/almere-brigantiastraat-9--8667,Rebo,Almere,True,120.0,3.0,1140.0,52.35708607,5.14697322,,2024-02-28 20:46:54.563834
Vechtensteinlaan 31 ,https://www.rebohuurwoning.nl/nl/aanbod/utrecht-vechtensteinlaan-31--8619,Rebo,Utrecht,True,109.0,3.0,1315.0,52.1180756,5.08196356,,2024-02-28 20:46:54.564834
Willem Parelstraat 289 -291,https://www.rebohuurwoning.nl/nl/aanbod/amsterdam-willem-parelstraat-289-291-8254,Rebo,Amsterdam,True,75.0,,1455.0,52.37072525,4.92721603,,2024-02-28 20:46:54.564834
Burg. Rijnderslaan 190 ,https://www.rebohuurwoning.nl/nl/aanbod/amstelveen-burg-rijnderslaan-190--8013,Rebo,Amstelveen,True,91.0,2.0,1696.0,52.29893758,4.86359174,,2024-02-28 20:46:54.564834
v/d Capellenstraat 266 ,https://www.rebohuurwoning.nl/nl/aanbod/zwolle-v-d-capellenstraat-266--8601,Rebo,Zwolle,True,,3.0,1004.0,52.48310829,6.11080096,,2024-02-28 20:46:54.564834
Sterrenboslaan 8 C,https://www.rebohuurwoning.nl/nl/aanbod/driebergen-sterrenboslaan-8-c-8639,Rebo,Driebergen,True,74.0,1.0,922.0,52.0481436,5.28470776,,2024-02-28 20:46:54.564834
Dr. Frans Fouquetstraat 9 C 05,https://www.rebohuurwoning.nl/nl/aanbod/maastricht-dr-frans-fouquetstraat-9-c-05-7938,Rebo,Maastricht,True,87.0,2.0,1260.0,50.85524955,5.68809669,,2024-02-28 20:46:54.565836
De Rungraaf 68 ,https://www.rebohuurwoning.nl/nl/aanbod/eindhoven-de-rungraaf-68--8660,Rebo,Eindhoven,True,104.0,2.0,1110.0,51.43478944,5.47297341,,2024-02-28 20:46:54.565836
Julianalaan 6 G,https://www.rebohuurwoning.nl/nl/aanbod/hilversum-julianalaan-6-g-8579,Rebo,Hilversum,True,67.0,1.0,1075.0,52.21965772,5.18014753,,2024-02-28 20:46:54.565836
Irene Vorrinkstraat 255 ,https://www.rebohuurwoning.nl/nl/aanbod/nijmegen-irene-vorrinkstraat-255--8184,Rebo,Nijmegen,True,158.0,3.0,1495.0,51.80838416,5.83643604,,2024-02-28 20:46:54.565836
Zwaluwstaart 32 ,https://www.rebohuurwoning.nl/nl/aanbod/nieuwkoop-zwaluwstaart-32--8609,Rebo,Nieuwkoop,True,119.0,4.0,1060.0,52.15533072,4.77546973,,2024-02-28 20:46:54.565836
Wolborgenmate 88 ,https://www.rebohuurwoning.nl/nl/aanbod/doetinchem-wolborgenmate-88--8677,Rebo,Doetinchem,True,140.0,4.0,958.0,51.96095657,6.26992958,,2024-02-28 20:46:54.566836
Doctor Berlagelaan 11 B,https://www.rebohuurwoning.nl/nl/aanbod/eindhoven-doctor-berlagelaan-11-b-8658,Rebo,Eindhoven,True,12540.0,3.0,1320.0,51.45865028,5.46534078,,2024-02-28 20:46:54.566836
Julianalaan 2 H,https://www.rebohuurwoning.nl/nl/aanbod/hilversum-julianalaan-2-h-8669,Rebo,Hilversum,True,59.0,1.0,940.0,52.21973086,5.18049005,,2024-02-28 20:46:54.566836
Mont Saint Michel 6 ,https://www.rebohuurwoning.nl/nl/aanbod/purmerend-mont-saint-michel-6-8680,Rebo,Purmerend,True,61.0,,1170.0,52.509929,4.937421,,2024-02-28 20:46:54.566836
Burg. Rijnderslaan 266 ,https://www.rebohuurwoning.nl/nl/aanbod/amstelveen-burg-rijnderslaan-266--8656,Rebo,Amstelveen,True,87.0,2.0,1644.0,52.29907925,4.8628814,,2024-02-28 20:46:54.566836
Platanenlaan 30 ,https://www.rebohuurwoning.nl/nl/aanbod/nederhorst-den-berg-platanenlaan-30--8672,Rebo,Nederhorst den berg,True,137.0,4.0,1295.0,52.24985054,5.04790101,,2024-02-28 20:46:54.567834
David Ricardostraat 150 ,https://www.rebohuurwoning.nl/nl/aanbod/amsterdam-david-ricardostraat-150--8664,Rebo,Amsterdam,True,6720.0,1.0,1230.0,52.34202551,4.82711664,,2024-02-28 20:46:54.567834
Runmoolen 61 ,https://www.rebohuurwoning.nl/nl/aanbod/amstelveen-runmoolen-61--8597,Rebo,Amstelveen,True,80.0,2.0,1405.0,52.30820594,4.86384459,,2024-02-28 20:46:54.567834
Eiland 42 ,https://www.rebohuurwoning.nl/nl/aanbod/leerdam-eiland-42--8498,Rebo,Leerdam,True,59.0,1.0,608.0,51.89790562,5.09059203,,2024-02-28 20:46:54.567834
Rijnlandlaan 131 ,https://www.rebohuurwoning.nl/nl/aanbod/amsterdam-rijnlandlaan-131--8686,Rebo,Amsterdam,True,9190.0,2.0,1685.0,52.35762161,4.8400925,,2024-02-28 20:46:54.567834
Laan vd Helende Meesters 32 ,https://www.rebohuurwoning.nl/nl/aanbod/amstelveen-laan-vd-helende-meesters-32--8478,Rebo,Amstelveen,True,120.0,2.0,1734.0,52.29441464,4.86947591,,2024-02-28 20:46:54.568835
Nicolaas Tulplaan 168 ,https://www.rebohuurwoning.nl/nl/aanbod/amstelveen-nicolaas-tulplaan-168--8570,Rebo,Amstelveen,True,111.0,2.0,1557.0,52.2954016,4.86930519,,2024-02-28 20:46:54.568835
Rijnlandlaan 41 ,https://www.rebohuurwoning.nl/nl/aanbod/amsterdam-rijnlandlaan-41--8655,Rebo,Amsterdam,True,5070.0,1.0,1070.0,52.35758062,4.83989076,,2024-02-28 20:46:54.568835
Mignot en de Blockplein 22 ,https://www.rebohuurwoning.nl/nl/aanbod/eindhoven-mignot-en-de-blockplein-22--8659,Rebo,Eindhoven,True,9510.0,2.0,1360.0,51.43730337,5.48442727,,2024-02-28 20:46:54.568835
De Heerlijkheid 134 ,https://www.rebohuurwoning.nl/nl/aanbod/hendrik-ido-ambacht-de-heerlijkheid-134--8502,Rebo,Hendrik- ido-ambacht,True,15960.0,3.0,1615.0,51.82837837,4.63765042,,2024-02-28 20:46:54.568835
Johan de Wittlaan 254 3,https://www.rebohuurwoning.nl/nl/aanbod/arnhem-johan-de-wittlaan-254-3-8657,Rebo,Arnhem,True,89.0,2.0,1150.0,51.97927826,5.93261548,,2024-02-28 20:46:54.568835
David Ricardostraat 274 ,https://www.rebohuurwoning.nl/nl/aanbod/amsterdam-david-ricardostraat-274--8665,Rebo,Amsterdam,True,6840.0,1.0,1250.0,52.3422197,4.82703882,,2024-02-28 20:46:54.569834
Karl Marxpad 60 ,https://www.rebohuurwoning.nl/nl/aanbod/amsterdam-karl-marxpad-60--8654,Rebo,Amsterdam,True,4050.0,1.0,936.0,52.34209395,4.82608879,,2024-02-28 20:46:54.569834
Verspronckweg 150 ,https://www.rebohuurwoning.nl/nl/aanbod/haarlem-verspronckweg-150-8695,Rebo,Haarlem,True,95.0,,1645.0,52.394934,4.626979,,2024-02-28 20:46:54.569834
Verspronckweg 150 ,https://www.rebohuurwoning.nl/nl/aanbod/haarlem-verspronckweg-150-8693,Rebo,Haarlem,True,95.0,,1545.0,52.394934,4.626979,,2024-02-28 20:46:54.569834
Verspronckweg 150 ,https://www.rebohuurwoning.nl/nl/aanbod/haarlem-verspronckweg-150-8692,Rebo,Haarlem,True,96.0,,1770.0,52.394934,4.626979,,2024-02-28 20:46:54.570833
Verspronckweg 150 ,https://www.rebohuurwoning.nl/nl/aanbod/haarlem-verspronckweg-150-8706,Rebo,Haarlem,True,71.0,,1720.0,52.394934,4.626979,,2024-02-28 20:46:54.570833
Stationsstraat 22 D,https://www.rebohuurwoning.nl/nl/aanbod/doetinchem-stationsstraat-22-d-8644,Rebo,Doetinchem,True,48.0,1.0,790.0,51.95932434,6.29132275,,2024-02-28 20:46:54.570833
President Kennedyplein 81 ,https://www.rebohuurwoning.nl/nl/aanbod/beverwijk-president-kennedyplein-81--8641,Rebo,Beverwijk,True,90.0,2.0,1070.0,52.49651884,4.6628356,,2024-02-28 20:46:54.570833
Steurwater 27 ,https://www.rebohuurwoning.nl/nl/aanbod/barendrecht-steurwater-27--8309,Rebo,Barendrecht,True,12410.0,3.0,1115.0,51.8465461,4.50122471,,2024-02-28 20:46:54.570833
Burg. Rijnderslaan 62 ,https://www.rebohuurwoning.nl/nl/aanbod/amstelveen-burg-rijnderslaan-62--8556,Rebo,Amstelveen,True,100.0,3.0,1817.0,52.29866814,4.8637309,,2024-02-28 20:46:54.571834
Terwisscha 7 A,https://www.rebohuurwoning.nl/nl/aanbod/appelscha-terwisscha-7-a-8628,Rebo,Appelscha,True,110.0,4.0,985.0,52.95394166,6.30923474,,2024-02-28 20:46:54.571834
Oudenoord 282 ,https://www.rebohuurwoning.nl/nl/aanbod/utrecht-oudenoord-282--8622,Rebo,Utrecht,True,66.0,1.0,1285.0,52.09821272,5.11078097,,2024-02-28 20:46:54.571834
Beekweide 1 ,https://www.rebohuurwoning.nl/nl/aanbod/eefde-beekweide-1--8626,Rebo,Eefde,True,92.0,2.0,1010.0,52.16890335,6.2291515,,2024-02-28 20:46:54.571834
Prins Hendrikkade 176 C-4,https://www.rebohuurwoning.nl/nl/aanbod/amsterdam-prins-hendrikkade-176-c-4-8610,Rebo,Amsterdam,True,99.0,2.0,1721.0,,,,2024-02-28 20:46:54.571834
Gasthuispolderweg 18 ,https://www.rebohuurwoning.nl/nl/aanbod/gouda-gasthuispolderweg-18--8427,Rebo,Gouda,True,120.0,3.0,1070.0,52.00667335,4.75074881,,2024-02-28 20:46:54.572835
Cornelis Garritsenstraat 75 ,https://www.rebohuurwoning.nl/nl/aanbod/ede-cornelis-garritsenstraat-75-8592,Rebo,Ede,True,128.0,,1605.0,52.040297,5.693648,,2024-02-28 20:46:54.572835
Lindenhoeveweg 111 ,https://www.rebohuurwoning.nl/nl/aanbod/amsterdam-lindenhoeveweg-111-8537,Rebo,Amsterdam,True,62.0,,1580.0,52.340994,4.921473,,2024-02-28 20:46:54.572835
Laan van Surrey 9 ,https://www.rebohuurwoning.nl/nl/aanbod/hoofddorp-laan-van-surrey-9-8541,Rebo,Hoofddorp,True,131.0,,1810.0,52.28871,4.658314,,2024-02-28 20:46:54.572835
Vredenburgplein 38 ,https://www.rebohuurwoning.nl/nl/aanbod/utrecht-vredenburgplein-38-8437,Rebo,Utrecht,True,91.0,,1675.0,52.091761,5.114344,,2024-02-28 20:46:54.573834
Brasem 128 ,https://www.rebohuurwoning.nl/nl/aanbod/doetinchem-brasem-128--8489,Rebo,Doetinchem,True,105.0,2.0,1275.0,51.96811862,6.27321949,,2024-02-28 20:46:54.573834
Burg. Rijnderslaan 74 ,https://www.rebohuurwoning.nl/nl/aanbod/amstelveen-burg-rijnderslaan-74--8447,Rebo,Amstelveen,True,100.0,3.0,1838.0,52.29866911,4.86389555,,2024-02-28 20:46:54.573834
De Heerlijkheid 76 ,https://www.rebohuurwoning.nl/nl/aanbod/hendrik-ido-ambacht-de-heerlijkheid-76--8432,Rebo,Hendrik- ido-ambacht,True,160.0,3.0,1575.0,51.82839935,4.63771378,,2024-02-28 20:46:54.573834
Rolderdiephof 35 ,https://www.rebohuurwoning.nl/nl/aanbod/utrecht-rolderdiephof-35-8428,Rebo,Utrecht,True,145.0,,2090.0,52.081682,5.107572,,2024-02-28 20:46:54.573834
Burg. Rijnderslaan 96 ,https://www.rebohuurwoning.nl/nl/aanbod/amstelveen-burg-rijnderslaan-96--8416,Rebo,Amstelveen,True,100.0,3.0,1822.0,52.29869655,4.8637492,,2024-02-28 20:46:54.574835
Ambachtsgaarde 332 ,https://www.rebohuurwoning.nl/nl/aanbod/-s-gravenhage-ambachtsgaarde-332--8303,Rebo,'s-gravenhage,True,9360.0,2.0,1065.0,52.03489772,4.26506947,,2024-02-28 20:46:54.574835
Ambachtsgaarde 318 ,https://www.rebohuurwoning.nl/nl/aanbod/-s-gravenhage-ambachtsgaarde-318--8302,Rebo,'s-gravenhage,True,10380.0,2.0,1095.0,52.03486684,4.26497121,,2024-02-28 20:46:54.574835
Lengweg 263 ,https://www.rebohuurwoning.nl/nl/aanbod/hoogvliet-rotterdam-lengweg-263--8278,Rebo,Hoogvliet rotterdam,True,8510.0,2.0,1040.0,51.85545803,4.35697192,,2024-02-28 20:46:54.574835
Warnaarslaan 2 ,https://www.rebohuurwoning.nl/nl/aanbod/-s-gravenhage-warnaarslaan-2--8155,Rebo,'s-gravenhage,True,13370.0,,1210.0,52.04197811,4.36708604,,2024-02-28 20:46:54.575834
Lengweg 165 ,https://www.rebohuurwoning.nl/nl/aanbod/hoogvliet-rotterdam-lengweg-165--8154,Rebo,Hoogvliet rotterdam,True,8510.0,2.0,980.0,51.85545803,4.35697192,,2024-02-28 20:46:54.575834
Warnaarslaan 4 ,https://www.rebohuurwoning.nl/nl/aanbod/-s-gravenhage-warnaarslaan-4--7713,Rebo,'s-gravenhage,True,13370.0,2.0,1210.0,52.04190655,4.36722218,,2024-02-28 20:46:54.575834
Warnaarslaan 21 ,https://www.rebohuurwoning.nl/nl/aanbod/-s-gravenhage-warnaarslaan-21--7670,Rebo,'s-gravenhage,True,13370.0,2.0,1210.0,52.0421466,4.36851602,,2024-02-28 20:46:54.575834
Van Oudheusdenlaan 5 ,https://www.rebohuurwoning.nl/nl/aanbod/-s-gravenhage-van-oudheusdenlaan-5--7704,Rebo,'s-gravenhage,True,13370.0,2.0,1210.0,52.04243663,4.3662136,,2024-02-28 20:46:54.575834
55+,https://www.rebohuurwoning.nl/nl/aanbod/vriezenveen-103602-de-buterhof-te-vriezenveen--8700,Rebo,Vriezenveen,True,,,555585.0,52.40950719,6.62560694,,2024-02-28 20:46:54.576834
55+,https://www.rebohuurwoning.nl/nl/aanbod/borculo-105705-de-lis--8702,Rebo,Borculo,True,,,10101010.0,52.11637799,6.51583698,,2024-02-28 20:46:54.576834
55+,https://www.rebohuurwoning.nl/nl/aanbod/borculo-105702-berkelzicht-te-borculo--8701,Rebo,Borculo,True,,,470650.0,52.11699681,6.51704683,,2024-02-28 20:46:54.576834
55+,https://www.rebohuurwoning.nl/nl/aanbod/voorst-121601-tuinstraat-51-te-voorst-gld--8699,Rebo,Voorst,True,,,545665.0,52.17046384,6.13768559,,2024-02-28 20:46:54.577835
55+,https://www.rebohuurwoning.nl/nl/aanbod/vroomshoop-116201-het-flierborgh-te-vroomshoop--8698,Rebo,Vroomshoop,True,,,615650.0,52.45845729,6.56728336,,2024-02-28 20:46:54.577835
55+,https://www.rebohuurwoning.nl/nl/aanbod/bilthoven-102802-sperwerlaan-te-bilthoven--8668,Rebo,Bilthoven,True,,,7801030.0,52.12987249,5.21280353,,2024-02-28 20:46:54.577835
De Wielewaal IV Zaltbommel,https://www.rebohuurwoning.nl/nl/aanbod/zaltbommel-115903-de-wielewaal-iv-zaltbommel--8475,Rebo,Zaltbommel,True,,,705710.0,51.80902436,5.25295891,,2024-02-28 20:46:54.577835
107102 De Voorburcht te Gameren  ,https://www.rebohuurwoning.nl/nl/aanbod/gameren-107102-de-voorburcht-te-gameren--8470,Rebo,Gameren,True,,,10201025.0,51.80200904,5.20200977,,2024-02-28 20:46:54.577835
De Zeebonk,https://www.rebohuurwoning.nl/nl/aanbod/amsterdam-de-zeebonk-zeeburgereiland--8293,Rebo,Amsterdam,True,,,10151385.0,52.37524833,4.96464903,,2024-02-28 20:46:54.578835
1321 Giacomettipad Almere  ,https://www.rebohuurwoning.nl/nl/aanbod/almere-1321-giacomettipad-almere--8055,Rebo,Almere,True,,,11401200.0,52.37386848,5.26567731,,2024-02-28 20:46:54.578835
1284 Bud Abbottstraat Almeree  ,https://www.rebohuurwoning.nl/nl/aanbod/almere-1284-bud-abbottstraat-almeree--7905,Rebo,Almere,True,,,12401240.0,52.3744072,5.23157568,,2024-02-28 20:46:54.578835
"1348 's-GRAVENHAGE, SCHOLEKSTERSINGEL  ",https://www.rebohuurwoning.nl/nl/aanbod/-s-gravenhage-1348-s-gravenhage-scholekstersingel--7716,Rebo,'s-gravenhage,True,,,14351435.0,52.04564644,4.37800429,,2024-02-28 20:46:54.579834
Avenue Lumière,https://www.rebohuurwoning.nl/nl/aanbod/amsterdam-avenue-lumiere--7672,Rebo,Amsterdam,True,,,8651250.0,52.35289678,4.99905351,,2024-02-28 20:46:54.579834
2667 New Brooklyn  ,https://www.rebohuurwoning.nl/nl/aanbod/almere-2667-new-brooklyn--7287,Rebo,Almere,True,,,12651265.0,52.34764377,5.15782349,,2024-02-28 20:46:54.579834
1256 't Zand Utrecht(Gebouw Karakter)  ,https://www.rebohuurwoning.nl/nl/aanbod/utrecht-1256-t-zand-utrecht-gebouw-karakter--7260,Rebo,Utrecht,True,,,12151280.0,52.09913242,5.04970535,,2024-02-28 20:46:54.579834
Holsterveld,https://www.rebohuurwoning.nl/nl/aanbod/zeewolde-1317-koraal-zeewolde--7226,Rebo,Zeewolde,True,,,910910.0,52.33535825,5.51847339,,2024-02-28 20:46:54.579834
"1292 ZOETERMEER, PALMHOUT  ",https://www.rebohuurwoning.nl/nl/aanbod/zoetermeer-1292-zoetermeer-palmhout--7025,Rebo,Zoetermeer,True,,,12751275.0,52.04463767,4.46421561,,2024-02-28 20:46:54.580833
Esmoreitstraat Amsterdam  ,https://www.rebohuurwoning.nl/nl/aanbod/amsterdam-esmoreitstraat-amsterdam--6934,Rebo,Amsterdam,True,,,9251450.0,52.37829276,4.85099817,,2024-02-28 20:46:54.580833
2664 Wijnbergen Doetinchem  ,https://www.rebohuurwoning.nl/nl/aanbod/doetinchem-2664-wijnbergen-doetinchem--6915,Rebo,Doetinchem,True,,,10551215.0,51.9501108,6.27915163,,2024-02-28 20:46:54.580833
2273 PRINSES IRENELAAN  ,https://www.rebohuurwoning.nl/nl/aanbod/alphen-aan-den-rijn-2273-prinses-irenelaan--6881,Rebo,Alphen aan den rijn,True,,,10451190.0,52.13487949,4.65192714,,2024-02-28 20:46:54.580833
Vaartsche Compagnie,https://www.rebohuurwoning.nl/nl/aanbod/utrecht-1047-vaartsche-compagnie-te-utrecht--6860,Rebo,Utrecht,True,,,11601660.0,52.072837,5.11993849,,2024-02-28 20:46:54.581835
Dom Helder Camarastraat e.o.,https://www.rebohuurwoning.nl/nl/aanbod/purmerend-2630-pablo-nerudastraat-purmerend--6847,Rebo,Purmerend,True,,,10751270.0,52.48586429,4.96644596,,2024-02-28 20:46:54.581835
Laurierstraat,https://www.rebohuurwoning.nl/nl/aanbod/apeldoorn-apeldoorn-laurierstraat-2756--6769,Rebo,Apeldoorn,True,,,12551255.0,52.21982978,5.9970045,,2024-02-28 20:46:54.581835
2129 PRIMA BOLNES  ,https://www.rebohuurwoning.nl/nl/aanbod/ridderkerk-2129-prima-bolnes--6766,Rebo,Ridderkerk,True,,,10901135.0,51.89432912,4.57673173,,2024-02-28 20:46:54.581835
Sint Annalaan,https://www.rebohuurwoning.nl/nl/aanbod/maastricht-0098-maastricht-st-annalaan--6759,Rebo,Maastricht,True,,,9801025.0,50.84888844,5.67404002,,2024-02-28 20:46:54.582834
2104 CLUSIUSHOF  ,https://www.rebohuurwoning.nl/nl/aanbod/oegstgeest-2104-clusiushof--6753,Rebo,Oegstgeest,True,,,10501370.0,52.17962986,4.4952236,,2024-02-28 20:46:54.582834
